nctId,briefTitle,overallStatus,startDate,firstPosted,completionDate,studyType,phases,enrollment,leadSponsor,sponsorClass,conditions,nLocations,countries
NCT05652933,Optimizing Acute Ischemic Stroke Diagnostics Using Artificial Intelligence,UNKNOWN,2021-12-10,2022-12-15,2025-12-31,OBSERVATIONAL,,300,Oslo University Hospital,OTHER,"Stroke, Acute",3,Norway
NCT06546904,Artificial Intelligence Empowered Anesthesia Ultrasound Guided Regional Anesthesia Training,NOT_YET_RECRUITING,2024-09-01,2024-08-09,2026-10-31,INTERVENTIONAL,NA,40,Tongji Hospital,OTHER,Ultrasound-guided Regional Anesthesia,1,China
NCT06013852,Boneview-ED - Impact of Artificial Intelligence Detecting Fractures in the Emergence Department : a Pragmatic Prospective Study,UNKNOWN,2024-07-22,2023-08-28,2025-01-21,INTERVENTIONAL,NA,1600,"University Hospital, Angers",OTHER_GOV,"Fractures, Bone",1,France
NCT07625358,Investigating the Effect of Caffeine and Alcohol on Pupil Dynamics,RECRUITING,2026-06-01,2026-06-04,2027-11-05,INTERVENTIONAL,NA,100,National University of Singapore,OTHER,Caffeine | Alcohol | Pupillary Response | Eye Movements | Optical Coherence Tomography | Optical Coherence Tomography Angiography | Physiological Responses,1,Singapore
NCT07578155,Validation of Accexible Screening and Self-Administered Activities for Emotional Well-Being in a University Hospital (UaDEC),COMPLETED,2024-03-19,2026-05-11,2025-04-04,OBSERVATIONAL,,902,Accexible,INDUSTRY,Depression - Major Depressive Disorder | Anxiety,1,Mexico
NCT04846933,"Multi-layer Data to Improve Diagnosis, Predict Therapy Resistance and Suggest Targeted Therapies in HGSOC",RECRUITING,2012-02-01,2021-04-15,2029-12,INTERVENTIONAL,NA,200,Turku University Hospital,OTHER_GOV,High Grade Ovarian Serous Adenocarcinoma | High Grade Serous Carcinoma,1,Finland
NCT05988658,Combining Biomarkers and Electronic Risk Scores to Predict AKI in Hospitalized Patients,RECRUITING,2024-01-05,2023-08-14,2028-03-01,OBSERVATIONAL,,800,University of Chicago,OTHER,Acute Kidney Injury | Biomarkers,2,United States
NCT05167058,Electrocardiographic Diagnostic Performance of the Apple Watch Augmented With an Artificial Intelligence Algorithm,COMPLETED,2022-04-21,2021-12-22,2023-03-31,OBSERVATIONAL,,220,Cardiologs Technologies,INDUSTRY,Atrial Fibrillation | Tachycardia | Bradycardia | Premature Supraventricular Beat | Premature Ventricular Contraction,3,United States
NCT05213390,Autonomous Telephone Follow-up After Cataract Surgery,COMPLETED,2021-09-17,2022-01-28,2022-03-24,INTERVENTIONAL,NA,225,University of Plymouth,OTHER,Cataract | After Cataract,2,United Kingdom
NCT06019390,eHealth for Screening Health Risks in Home-Based Older Adults: A Prospective Study,UNKNOWN,2023-10-01,2023-08-31,2024-07-01,INTERVENTIONAL,NA,200,Presage,INDUSTRY,Frail Elderly Syndrome | Older,0,
NCT07230444,Artificial Intelligence for the Intra-procedural Assessment of Uterine Artery Embolization,NOT_YET_RECRUITING,2025-12-01,2025-11-17,2027-05-31,OBSERVATIONAL,,250,Emanuele Barabino,OTHER,Uterine Fibroids (UF),1,Italy
NCT05254132,Artificial Intelligence for Help Non-Small Cell Lung Cancer: Measure Cancer Biology and Treatment Response Via Imaging,UNKNOWN,2022-07-01,2022-02-24,2025-06-30,OBSERVATIONAL,,1000,OncoRadiomics,INDUSTRY,Non Small Cell Lung Cancer,0,
NCT06029244,Eyecontrol coMmunication Platform for dEliRium manaGemEnt in Intensive Care Units (EMERGE),COMPLETED,2024-02-25,2023-09-08,2025-11-18,INTERVENTIONAL,NA,160,Beth Israel Deaconess Medical Center,OTHER,Delirium | Delirium in Old Age | Critical Illness | Intensive Care Unit Delirium,3,Israel | United States
NCT07003516,Validation of Artificial Intelligence-based Digital Anthropometry Applications for Estimating Body Composition.,RECRUITING,2025-01-11,2025-06-04,2025-12,OBSERVATIONAL,,130,Dynamical Business and Science Society - DBSS International SAS,NETWORK,Body Composition,3,Colombia
NCT05820347,Muscle Pressure Estimation With Artificial Intelligence During Mechanical Ventilation,COMPLETED,2022-08-26,2023-04-19,2023-07-18,INTERVENTIONAL,NA,50,University of Sao Paulo General Hospital,OTHER,Respiratory Failure,1,Brazil
NCT06937138,Artificial Intelligence-Assisted vs Surgeon-Planned Trajectories in Freehand Femoral Neck Screw Fixation,RECRUITING,2025-11-14,2025-04-22,2027-06-15,INTERVENTIONAL,NA,334,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",OTHER,Femoral Neck Fractures,4,China
NCT06597487,The Effect of Prognostic Factors on the Success of Full Pulpotomy in Permanent Mature Molars With Irreversible Pulpitis,COMPLETED,2024-10-15,2024-09-19,2025-07-01,INTERVENTIONAL,NA,58,Misr International University,OTHER,Pulpitis - Irreversible,1,Egypt
NCT05443893,Artificial Intelligence in Kinematics Analysis,UNKNOWN,2022-07-10,2022-07-05,2022-08-30,OBSERVATIONAL,,30,Peking University Third Hospital,OTHER,Gait,0,
NCT02988193,Piloting Healthcare Coordination in Hypertension,COMPLETED,2015-12,2016-12-09,2017-02-28,INTERVENTIONAL,NA,28,Optima Integrated Health,INDUSTRY,Hypertension,1,United States
NCT06067347,A Global Study of the PETAL Consortium,RECRUITING,2024-01-05,2023-10-04,2028-01,OBSERVATIONAL,,1200,Massachusetts General Hospital,OTHER,T-Cell and NK-Cell Neoplasm,14,Australia | Japan | South Africa | United States
NCT05874128,PROSPECTIVE EVALUATION OF HEARTFOCUS,COMPLETED,2023-11-13,2023-05-24,2024-08-16,INTERVENTIONAL,NA,240,DESKi,INDUSTRY,Cardiac Disease,2,France | United States
NCT05769465,MAP THE SMA: a Machine-learning Based Algorithm to Predict THErapeutic Response in Spinal Muscular Atrophy,UNKNOWN,2023-04-01,2023-03-15,2026-04-01,OBSERVATIONAL,,247,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,OTHER,Spinal Muscular Atrophy,1,Italy
NCT06412900,Radiomics and Image Segmentation of Urinary Stones by Artificial Intelligence,ACTIVE_NOT_RECRUITING,2024-05-21,2024-05-14,2028-03-28,OBSERVATIONAL,,522,Oslo University Hospital,OTHER,Urinary Stone | Renal Colic | Obstruction Ureter | Urosepsis | Urolithiasis | Ureter Stone | Kidney Stone,1,Norway
NCT07673692,GliomaAI-GBM: MRI-Based Detection of IDH Wildtype Glioblastoma,COMPLETED,2017-03-14,2026-06-29,2021-07-16,OBSERVATIONAL,,1372,Deep Learning Institute of Radiological Sciences,OTHER,Glioma | Glioma (Diagnosis) | Glioblastom WHO Grade 4 | IDH Wildtype Glioblastoma,1,India
NCT06574438,The Effectiveness of AIFIGA Program on Nursing Home Nursing Staff and Family and Residents'Health,RECRUITING,2024-09-24,2024-08-28,2027-07,INTERVENTIONAL,NA,210,Chang Gung Memorial Hospital,OTHER,Family | Nursing Home | Digital Health,1,Taiwan
NCT03362138,Artificial Intelligence-assisted Evaluation of Pigmented Skin Lesions,UNKNOWN,2017-12-06,2017-12-05,2019-03-31,OBSERVATIONAL,,80,Assuta Hospital Systems,OTHER,Melanoma | Pigmented Skin Lesion | Dysplastic Nevi,1,Israel
NCT05531058,The Impact of a Web-based Psychoeducation Programme with a Motivational AI Chatbot on Covid-19 Vaccine Hesitancy,COMPLETED,2022-10-01,2022-09-07,2024-06-01,INTERVENTIONAL,NA,168,The Hong Kong Polytechnic University,OTHER,Vaccine Hesitancy | COVID-19,1,Hong Kong
NCT03787433,Assisted Rehabilitation Care During Post-stroke mANaGement: fEasibiLity Assessment,COMPLETED,2018-11-23,2018-12-26,2020-06-12,OBSERVATIONAL,,41,Camlin Ltd,INDUSTRY,Stroke,2,Italy | United Kingdom
NCT05968898,Assessment of a Radiomics-based Computer-Aided Diagnosis Tool for Pulmonary nodulES,RECRUITING,2024-01-09,2023-08-01,2030-07-31,INTERVENTIONAL,NA,300,Abramson Cancer Center at Penn Medicine,OTHER,"Lung Cancer | Pulmonary Nodule, Solitary",3,United States
NCT07640906,AI-Assisted Chest-CT Reporting for Enhanced Speed and Quality (The DOUBLE-ACE Study),NOT_YET_RECRUITING,2026-06,2026-06-11,2026-12,OBSERVATIONAL,,75,Shanghai Zhongshan Hospital,OTHER,Thoracic Diseases | Chest CT Scan | Artificial Intelligence (AI) in Diagnosis,2,China
NCT05549648,The Oral Biomechanical Functions of Hong Kong Healthy Adults,COMPLETED,2022-08-01,2022-09-22,2023-05-30,INTERVENTIONAL,NA,92,The University of Hong Kong,OTHER,Oral Manifestations,1,Hong Kong
NCT06842264,The Development and Validation of MRI-AI-based Predictive Models for csPCa,RECRUITING,2024-01-01,2025-02-24,2029-12-31,OBSERVATIONAL,,3000,Peking University First Hospital,OTHER,Prostate Cancer,1,China
NCT06917521,VAP Identification by AI,COMPLETED,2023-07-01,2025-04-08,2025-06-15,OBSERVATIONAL,,76,"Ente Ospedaliero Cantonale, Bellinzona",OTHER,Ventilator Associated Pneumonia ( VAP),1,Switzerland
NCT05342298,Assessment of Ovarian Cysts Using Machine Learning,UNKNOWN,2022-10-01,2022-04-22,2023-09-01,OBSERVATIONAL,,1000,Assiut University,OTHER,Ovarian Cyst,2,Egypt
NCT03877614,Artificial Intelligence With Deep Learning and Genes on Cardiovascular Disease,UNKNOWN,2018-08-28,2019-03-15,2022-06,OBSERVATIONAL,,5000,National Cheng-Kung University Hospital,OTHER,Cardiovascular Diseases,1,Taiwan
NCT06423547,Risk Warning Model of Postoperative Delirium and Long-term Cognitive Dysfunction in Elderly Patients,RECRUITING,2024-07-30,2024-05-21,2027-12-31,OBSERVATIONAL,,10000,"Xuanwu Hospital, Beijing",OTHER,Postoperative Delirium | Postoperative Neurocognitive Disorder | Surgery,1,China
NCT07455357,Innovative Electrocardiogram Training Using Artificial Intelligence Clinical Scenarios for Nursing Staff,COMPLETED,2025-12-01,2026-03-06,2026-02-10,INTERVENTIONAL,NA,64,Alexandria University,OTHER,Electrocardiogram Interpretation | Nursing Education | Clinical Reasoning | Artificial Intelligence | Clinical Decision-Making | Cardiovascular Care,1,Egypt
NCT06174519,Evaluation of the Artificial Intelligence-based Prescription Support Software iAST® for the Choice of Empirical and Semi-targeted Antibiotic Treatment,COMPLETED,2023-08-01,2023-12-18,2023-12-01,OBSERVATIONAL,,325,Pragmatech AI Solutions,INDUSTRY,Bacterial Infections,1,Spain
NCT04892329,A Multi-center Study on the Efficacy and Safety of AI-assisted Navigation System for Biliopancreatic EUS,UNKNOWN,2021-05-12,2021-05-19,2022-11-30,INTERVENTIONAL,NA,285,Renmin Hospital of Wuhan University,OTHER,Pancreatic Cancer,2,China
NCT07648212,Artificial Intelligence (AI) for Proximal Caries Detection and Its Impact on Treatment Threshold,RECRUITING,2026-09,2026-06-15,2027-05,INTERVENTIONAL,NA,60,University of Michigan,OTHER,"Caries,Dental",1,United States
NCT04215211,MR Based Survival Prediction of Glioma Patients Using Artificial Intelligence,RECRUITING,2017-01-01,2020-01-02,2027-06-01,OBSERVATIONAL,,2500,The First Affiliated Hospital of Zhengzhou University,OTHER,Glioma,1,China
NCT06390371,Implementing the Spotlight AQ Platform in Adolescent/ Young Adult (16-25 Years Old) Type 1 Diabetics (T1D),ACTIVE_NOT_RECRUITING,2024-05-18,2024-04-30,2026-12,INTERVENTIONAL,NA,60,Children's Mercy Hospital Kansas City,OTHER,Type 1 Diabetes Mellitus,1,United States
NCT07358936,THE EFFECTS OF CORRECTIVE EXERCISE AND KT APPLICATIONS IN YOUNG BASKETBALL PLAYERS,RECRUITING,2026-02-15,2026-01-22,2026-07-16,INTERVENTIONAL,NA,45,Vedat Göken,OTHER,Youth | Sport Performance,2,Turkey (Türkiye)
NCT05471193,Prediction of Cardiac Instability in Intensive Care,COMPLETED,2022-06-01,2022-07-22,2022-07-31,OBSERVATIONAL,,3069,Kepler University Hospital,OTHER,Hemodynamics,1,Austria
NCT05381064,Effect of a Deep Learning-based Bile Duct Scanning System on the Diagnostic Accuracy of Common Bile Duct Stones During Examination by Novice Ultrasound Endoscopists,UNKNOWN,2022-06-01,2022-05-19,2024-01-01,INTERVENTIONAL,NA,184,Renmin Hospital of Wuhan University,OTHER,Common Bile Duct Stones,0,
NCT07252193,Generative AI-Based Simulation for Diagnostic Communication in Type 2 Diabetes (DIALOGUE-DM2),COMPLETED,2025-09-22,2025-11-26,2025-12-20,INTERVENTIONAL,NA,120,Universidad Nacional Autonoma de Mexico,OTHER,Type 2 Diabetes Mellitus | Medical Education | Diagnostic Communication | Artificial Intelligence Simulation,1,Mexico
NCT06241729,Prospective Observational Study of Diffuse Large-cell B Lymphoma,RECRUITING,2023-01-03,2024-02-05,2026-12-31,OBSERVATIONAL,,50,Grand Hôpital de Charleroi,OTHER,"Lymphoma, B-Cell",1,Belgium
NCT05648175,Comparing Clinical Decision-making of AI Technology to a Multi-professional Care Team in ECBT for Depression,RECRUITING,2022-12-01,2022-12-13,2025-12-01,INTERVENTIONAL,NA,186,Dr. Nazanin Alavi,OTHER,Depression,1,Canada
NCT06321328,Success of ChatGPT in Determining the Need for Postoperative Intensive Care,COMPLETED,2024-03-16,2024-03-20,2024-08-01,OBSERVATIONAL,,406,Kanuni Sultan Suleyman Training and Research Hospital,OTHER,Artificial Intelligence | Intensive Care Unit | PACU Length of Stay,1,Turkey (Türkiye)
NCT07418632,Kinematic Training in Patients With Neck Pain Based on Machine Learning Classification Approach,RECRUITING,2026-03-18,2026-02-18,2026-09-20,INTERVENTIONAL,NA,38,University of Ljubljana,OTHER,Chronic Neck Pain,1,Slovenia
NCT06742229,Clinical Data Collection for Obstetric Ultrasound Algorithms,NOT_YET_RECRUITING,2024-12-20,2024-12-19,2025-12-30,INTERVENTIONAL,NA,700,"Caption Health, Inc.",INDUSTRY,Pregnancy,2,United States
NCT05057975,Validation of an Integrated Digital Solution (SUNrise®) Versus Polysomnography for Obstructive Sleep Apnea Diagnosis,COMPLETED,2021-10-28,2021-09-27,2024-10-07,INTERVENTIONAL,NA,848,Sunrise,INDUSTRY,Obstructive Sleep Apnea,19,France
NCT04761211,Effect and Safety of Smart Bra (PUMCH),COMPLETED,2020-08-01,2021-02-18,2021-10-01,INTERVENTIONAL,NA,2141,Peking Union Medical College Hospital,OTHER,Effects of the Elements,1,China
NCT06098664,Observational Study of Sinus Rhythm Mapping in Pulmonary Vein Isolation Naive Patients With Atrial Fibrillation,UNKNOWN,2023-06-26,2023-10-24,2023-12-01,OBSERVATIONAL,,60,Ziekenhuis Oost-Limburg,OTHER,Atrial Fibrillation,1,Belgium
NCT05564975,Construction and Application of Pressure Injury Risk Prediction Model for Critically Ill Patients,UNKNOWN,2022-10-01,2022-10-04,2022-12-01,OBSERVATIONAL,,350,Yang Chaonan,OTHER,Pressure Injury | Critically Ill Patients | Risk Factors | Machine Learning Algorithms,0,
NCT07040501,Improving Patient Understanding of Their Prostate Cancer Diagnosis Using AI,NOT_YET_RECRUITING,2026-06,2025-06-27,2027-01,INTERVENTIONAL,NA,50,Case Comprehensive Cancer Center,OTHER,Prostate Cancer,1,United States
NCT06703112,Establishment and Clinical Application of AI-based Multimodal Diagnosis System for Ovarian Tumors,NOT_YET_RECRUITING,2025-06-01,2024-11-25,2026-12-31,INTERVENTIONAL,NA,584,"Beijing Shijitan Hospital, Capital Medical University",OTHER,Ovarian Tumors,0,
NCT07714707,SCAF-TB - Saving Children and Their Families From Tuberculosis: Implementation Research to Improve TB Preventive Treatment Initiation and Completion Rates Among Contact Persons in Tajikistan and Tanzania,NOT_YET_RECRUITING,2026-06,2026-07-20,2028-03,INTERVENTIONAL,NA,880,KNCV Tuberculosis Foundation,OTHER,"Tuberculosis Infection, Latent | Tuberculosis Active | TPT",2,Tajikistan | Tanzania
NCT07500428,Construction of a Benchmark for Breast Ultrasound AI Interpretation and Performance Evaluation of Multimodal AI Models,RECRUITING,2026-03-12,2026-03-30,2027-03-01,OBSERVATIONAL,,1380,Peking Union Medical College Hospital,OTHER,Breast Neoplasms | Breast Diseases | Ultrasonography,1,China
NCT05368636,Combining Tongue and Gastric Cancer Cascade With Artificial Intelligence,UNKNOWN,2022-06-30,2022-05-10,2025-06-30,OBSERVATIONAL,,4000,Shandong University,OTHER,Artificial Intelligence | Tongue | Gastric Cancer,1,China
NCT06879834,Assessing of Artificial Intelligence-based Software Platform for Diabetic Retinopathy Screening,RECRUITING,2024-11-02,2025-03-17,2025-12,OBSERVATIONAL,,200,The Filatov Institute of Eye Diseases and Tissue Therapy,OTHER,Diabetic Retinopathy,1,Ukraine
NCT04834934,Artificial Intelligence - SARS-CoV-2 (COVID-19) Risk Evaluation,COMPLETED,2020-02-16,2021-04-08,2021-06-30,OBSERVATIONAL,,2000,IRCCS San Raffaele,OTHER,Covid19,1,Italy
NCT07558109,DigitHeart Echo Study,RECRUITING,2025-02-14,2026-04-30,2027-02-14,OBSERVATIONAL,,478,The University of Hong Kong,OTHER,Heart Disease | Electrocardiograph | Echocardiography,1,Hong Kong
NCT04852536,Electroencephalographia as Predictor of Effectiveness HD-tDCS in Neuropathic Pain: Machine Learning Approach,UNKNOWN,2021-06-15,2021-04-21,2022-06-15,OBSERVATIONAL,,30,Federal University of Paraíba,OTHER,Traumatic Brachial Plexus Lesion | Chronic Pain,1,Brazil
NCT07766863,AI-support in Emergency Medicine,RECRUITING,2026-06-08,2026-08-17,2029-06,OBSERVATIONAL,,500,Region Stockholm,OTHER_GOV,Emergency Medicine | AI (Artificial Intelligence) | Differential Diagnosis,1,Sweden
NCT07815093,Multimodal Artificial Intelligence for Non-Invasive Colorectal Cancer Screening Based on Holographic Biology,NOT_YET_RECRUITING,2026-10-01,2026-09-11,2028-07-01,OBSERVATIONAL,,11000,Xiuli Zuo,OTHER,Colorectal Cancer,0,
NCT06059378,Using AI-assisted Optical Polyp Diagnosis for Diminutive Colorectal Polyps,RECRUITING,2023-09-01,2023-09-28,2025-06-30,INTERVENTIONAL,NA,204,Daniel Von Renteln,OTHER,Artificial Intelligence,1,Canada
NCT05547971,Development of Intelligent Model for Radioactive Brain Damage of Nasopharyngeal Carcinoma Based on Radio-metabolomics,UNKNOWN,2022-09,2022-09-21,2023-06,OBSERVATIONAL,,800,Xiangya Hospital of Central South University,OTHER,Nasopharyngeal Carcinoma,1,China
NCT05257863,"Development of Machine Learning Models for the Prediction of Complications After Colonic, Colorectal and Small Intestine Anastomosis in Psychiatric and Non-psychiatric Patient Collectives (P-Study)",UNKNOWN,2022-05-01,2022-02-25,2023-12-31,OBSERVATIONAL,,10000,Dr. Med Anas Taha,OTHER,Postoperative Complications | Psychosomatic Disorder | Psychiatric Disorder | Cancer | Diverticulitis | Morbus Crohn | Colitis Ulcerosa | Anastomotic Leak | Anastomotic Complication | Small Intestine ,1,Switzerland
NCT05818904,Ultrasound Imaging of Fibrotic Tissue,UNKNOWN,2023-05-01,2023-04-19,2024-12-31,OBSERVATIONAL,,150,Peking University Third Hospital,OTHER,Arthrofibrosis of Knee | Arthrofibrosis of Shoulder,1,China
NCT05122247,Machine Learning to Predict Acute Care During Cancer Therapy,COMPLETED,2022-01-03,2021-11-16,2023-09-19,OBSERVATIONAL,,12000,Duke University,OTHER,Chemotherapeutic Toxicity,1,United States
NCT05517200,Pilot Study for a Machine Learning Test for Migraine,UNKNOWN,2022-09-03,2022-08-26,2025-06,OBSERVATIONAL,,20,Headache Sciences Incorporated,INDUSTRY,Migraine | Chronic Migraine | Tension-Type Headache,1,Canada
NCT07189611,Implementation of a Blended Online and Offline Teaching Model,NOT_YET_RECRUITING,2026-01-01,2025-09-24,2028-06-01,INTERVENTIONAL,NA,600,Hengxu Wang,OTHER,Generative Artificial Intelligence,0,
NCT06633393,Effect of a Myopia Prediction System on Myopia Prevention and Control,NOT_YET_RECRUITING,2024-11-01,2024-10-09,2026-02-28,INTERVENTIONAL,NA,20000,"Zhongshan Ophthalmic Center, Sun Yat-sen University",OTHER,Myopia | Randomized Controlled Trials | Artificial Intelligence (AI),1,China
NCT07210021,AK+ Guard™ Pilot Study in Chronic Kidney Disease: Outpatient Diagnostic Accuracy and Remote Monitoring,RECRUITING,2025-10-14,2025-10-07,2025-11-28,OBSERVATIONAL,,50,"AccurKardia, Inc.",INDUSTRY,Hyperkalemia | Chronic Kidney Disease (Stage 3-4),1,United States
